frame,object_id,x,y,w,h,confidence,class_id,visibility
5350,3,1084,522,22,71,1,1,1
5351,3,1083,522,23,71,1,1,1
5352,3,1083,522,23,72,1,1,1
5353,3,1085,522,22,72,1,1,1
5354,3,1086,523,21,71,1,1,1
5355,3,1087,523,20,72,1,1,1
5356,3,1088,523,19,71,1,1,1
5357,3,1089,523,19,73,1,1,1
5358,3,1088,522,21,74,1,1,1
5359,3,1089,522,21,75,1,1,1
5360,3,1090,523,22,75,1,1,1
5361,3,1090,523,22,75,1,1,1
5362,3,1090,523,22,73,1,1,1
5363,3,1090,523,22,75,1,1,1
5364,3,1090,525,22,72,1,1,1
5365,3,1090,525,22,72,1,1,1
5366,3,1090,526,22,72,1,1,1
5367,3,1090,526,23,72,1,1,1
5368,3,1090,527,23,71,1,1,1
5369,3,1092,527,24,72,1,1,1
5370,3,1093,528,24,71,1,1,1
5371,3,1093,528,24,71,1,1,1
5372,3,1094,528,23,72,1,1,1
5373,3,1094,528,23,72,1,1,1
5374,3,1093,529,24,72,1,1,1
5375,3,1093,529,25,73,1,1,1
5376,3,1094,530,25,72,1,1,1
5377,3,1095,530,24,74,1,1,1
5378,3,1095,531,24,73,1,1,1
5379,3,1096,531,23,73,1,1,1
5380,3,1096,531,23,73,1,1,1
5381,3,1097,531,23,73,1,1,1
5382,3,1097,532,24,73,1,1,1
5383,3,1097,532,24,72,1,1,1
5384,3,1097,532,26,72,1,1,1
5385,3,1098,532,25,73,1,1,1
5386,3,1099,533,25,72,1,1,1
5387,3,1100,533,24,73,1,1,1
5388,3,1101,534,24,73,1,1,1
5389,3,1101,534,25,74,1,1,1
5390,3,1101,534,25,73,1,1,1
5391,3,1103,534,24,74,1,1,1
5392,3,1104,534,23,75,1,1,1
5393,3,1104,535,23,75,1,1,1
5394,3,1105,536,22,74,1,1,1
5395,3,1105,535,23,75,1,1,1
5396,3,1105,536,23,74,1,1,1
5397,3,1106,537,23,73,1,1,1
5398,3,1107,537,22,74,1,1,1
5399,3,1107,537,23,74,1,1,1
5400,3,1107,536,24,75,1,1,1
5401,3,1108,535,23,76,1,1,1
5402,3,1107,536,24,76,1,1,1
5403,3,1108,536,24,77,1,1,1
5404,3,1108,536,25,77,1,1,1
5405,3,1109,536,24,78,1,1,1
5406,3,1110,537,23,78,1,1,1
5407,3,1110,538,23,77,1,1,1
5408,3,1110,538,24,78,1,1,1
5409,3,1110,538,25,78,1,1,1
5410,3,1112,539,24,78,1,1,1
5411,3,1112,540,24,77,1,1,1
5412,3,1112,540,25,77,1,1,1
5413,3,1112,541,26,77,1,1,1
5414,3,1112,541,27,76,1,1,1
5415,3,1113,541,26,77,1,1,1
5416,3,1115,542,26,75,1,1,1
5417,3,1116,542,25,75,1,1,1
5418,3,1117,542,25,76,1,1,1
5419,3,1117,542,25,76,1,1,1
5420,3,1119,543,23,76,1,1,1
5421,3,1119,543,23,76,1,1,1
5422,3,1120,543,22,78,1,1,1
5423,3,1120,544,23,78,1,1,1
5424,3,1120,544,24,78,1,1,1
5425,3,1120,544,24,79,1,1,1
5426,3,1121,544,23,80,1,1,1
5427,3,1122,545,22,79,1,1,1
5428,3,1122,545,22,80,1,1,1
5429,3,1122,545,22,80,1,1,1
5430,3,1122,545,23,80,1,1,1
5431,3,1122,546,24,79,1,1,1
5432,3,1123,546,24,79,1,1,1
5433,3,1123,546,25,80,1,1,1
5434,3,1124,548,24,78,1,1,1
5435,3,1124,549,25,78,1,1,1
5436,3,1124,549,26,79,1,1,1
5437,3,1124,550,26,79,1,1,1
5438,3,1125,550,26,79,1,1,1
5439,3,1126,551,26,78,1,1,1
5440,3,1127,552,26,78,1,1,1
5441,3,1127,553,27,77,1,1,1
5442,3,1128,553,27,77,1,1,1
5443,3,1128,554,27,77,1,1,1
5444,3,1128,554,28,77,1,1,1
5445,3,1128,554,29,77,1,1,1
5446,3,1129,554,28,78,1,1,1
5447,3,1131,554,27,78,1,1,1
5448,3,1131,554,28,78,1,1,1
5449,3,1133,555,27,77,1,1,1
5450,3,1135,554,26,79,1,1,1
5451,3,1135,554,27,78,1,1,1
5452,3,1136,554,26,80,1,1,1
5453,3,1135,553,28,82,1,1,1
5454,3,1136,554,27,81,1,1,1
5455,3,1136,555,27,81,1,1,1
5456,3,1136,557,27,80,1,1,1
5457,3,1138,558,27,80,1,1,1
5458,3,1140,557,25,82,1,1,1
5459,3,1141,558,25,81,1,1,1
5460,3,1141,558,25,81,1,1,1
5461,3,1141,558,26,81,1,1,1
5462,3,1141,558,26,81,1,1,1
5463,3,1142,558,25,81,1,1,1
5464,3,1142,558,25,81,1,1,1
5465,3,1143,559,25,80,1,1,1
5466,3,1143,560,26,79,1,1,1
5467,3,1143,560,26,80,1,1,1
5468,3,1144,561,26,79,1,1,1
5469,3,1144,560,26,80,1,1,1
5470,3,1145,561,26,80,1,1,1
5471,3,1145,562,27,79,1,1,1
5472,3,1145,562,27,80,1,1,1
5473,3,1145,563,28,80,1,1,1
5474,3,1146,563,27,80,1,1,1
5475,3,1147,563,27,81,1,1,1
5476,3,1147,563,28,81,1,1,1
5477,3,1148,563,27,81,1,1,1
5478,3,1148,563,28,81,1,1,1
5479,3,1150,563,27,81,1,1,1
5480,3,1151,564,27,80,1,1,1
5481,3,1152,564,27,81,1,1,1
5482,3,1152,564,28,82,1,1,1
5483,3,1152,565,28,82,1,1,1
5484,3,1152,566,28,81,1,1,1
5485,3,1152,567,27,80,1,1,1
5486,3,1152,567,29,81,1,1,1
5487,3,1153,568,28,80,1,1,1
5488,3,1153,568,28,81,1,1,1
5489,3,1153,568,28,82,1,1,1
5490,3,1153,568,28,82,1,1,1
5491,3,1153,568,29,82,1,1,1
5492,3,1153,569,29,82,1,1,1
5493,3,1153,569,28,82,1,1,1
5494,3,1154,569,27,82,1,1,1
5495,3,1154,569,26,82,1,1,1
5496,3,1154,569,26,82,1,1,1
5497,3,1154,569,27,82,1,1,1
5498,3,1155,569,26,83,1,1,1
5499,3,1155,570,27,83,1,1,1
5500,3,1155,571,27,83,1,1,1
5501,3,1155,571,27,82,1,1,1
5502,3,1154,571,28,83,1,1,1
5503,3,1154,572,29,83,1,1,1
5504,3,1154,572,29,84,1,1,1
5505,3,1154,572,28,84,1,1,1
5506,3,1154,573,28,83,1,1,1
5507,3,1154,573,28,84,1,1,1
5508,3,1154,573,28,84,1,1,1
5509,3,1155,573,27,84,1,1,1
5510,3,1155,573,27,84,1,1,1
5511,3,1155,573,29,84,1,1,1
5512,3,1155,573,30,85,1,1,1
5513,3,1155,573,32,85,1,1,1
5514,3,1155,573,32,86,1,1,1
5515,3,1154,573,33,86,1,1,1
5516,3,1154,574,33,86,1,1,1
5517,3,1154,574,32,86,1,1,1
5518,3,1154,575,32,86,1,1,1
5519,3,1154,576,31,85,1,1,1
5520,3,1154,576,31,86,1,1,1
5521,3,1154,577,29,85,1,1,1
5522,3,1154,577,29,85,1,1,1
5523,3,1153,577,30,85,1,1,1
5524,3,1152,578,30,84,1,1,1
5525,3,1152,578,28,84,1,1,1
5526,3,1151,579,28,83,1,1,1
5527,3,1151,579,28,83,1,1,1
5528,3,1150,580,28,83,1,1,1
5529,3,1150,579,29,85,1,1,1
5530,3,1149,579,31,86,1,1,1
5531,3,1148,579,31,87,1,1,1
5532,3,1147,580,33,88,1,1,1
5533,3,1146,580,33,87,1,1,1
5534,3,1145,580,32,87,1,1,1
5535,3,1145,581,32,86,1,1,1
5536,3,1145,582,32,86,1,1,1
5537,3,1145,582,33,87,1,1,1
5538,3,1144,582,33,88,1,1,1
5539,3,1144,582,31,88,1,1,1
5540,3,1142,582,33,89,1,1,1
5541,3,1141,583,34,88,1,1,1
5542,3,1142,584,32,86,1,1,1
5543,3,1142,584,33,86,1,1,1
5544,3,1141,585,35,85,1,1,1
5545,3,1140,584,32,87,1,1,1
5546,3,1140,585,32,87,1,1,1
5547,3,1139,586,31,86,1,1,1
5548,3,1138,585,33,88,1,1,1
5549,3,1133,585,34,88,1,1,1
5550,3,1132,588,32,86,1,1,1
5551,3,1129,587,35,87,1,1,1
5552,3,1129,589,34,85,1,1,1
5553,3,1130,589,33,85,1,1,1
5554,3,1129,590,33,84,1,1,1
5555,3,1128,589,34,85,1,1,1
5556,3,1127,589,35,85,1,1,1
5557,3,1127,589,33,84,1,1,1
5558,3,1125,588,33,86,1,1,1
5559,3,1123,589,33,85,1,1,1
5560,3,1121,588,32,86,1,1,1
5561,3,1121,589,29,86,1,1,1
5562,3,1120,589,27,87,1,1,1
5563,3,1118,590,28,87,1,1,1
5564,3,1117,591,27,87,1,1,1
5565,3,1116,592,28,85,1,1,1
5566,3,1115,591,27,87,1,1,1
5567,3,1112,592,30,87,1,1,1
5568,3,1111,592,30,88,1,1,1
5569,3,1108,591,32,89,1,1,1
5570,3,1107,592,32,89,1,1,1
5571,3,1106,592,32,90,1,1,1
5572,3,1106,592,29,90,1,1,1
5573,3,1103,594,29,88,1,1,1
5574,3,1103,593,27,89,1,1,1
5575,3,1102,593,27,89,1,1,1
5576,3,1100,593,26,88,1,1,1
5577,3,1098,593,27,89,1,1,1
5578,3,1096,593,27,89,1,1,1
5579,3,1095,593,29,89,1,1,1
5580,3,1092,594,31,89,1,1,1
5581,3,1088,595,35,88,1,1,1
5582,3,1085,595,39,88,1,1,1
5583,3,1084,595,39,88,1,1,1
5584,3,1082,595,40,88,1,1,1
5585,3,1080,596,34,86,1,1,1
5586,3,1079,595,37,88,1,1,1
5587,3,1079,595,34,88,1,1,1
5588,3,1079,595,32,88,1,1,1
5589,3,1078,594,30,90,1,1,1
5590,3,1076,595,28,89,1,1,1
5591,3,1076,594,23,90,1,1,1
5592,3,1075,593,21,92,1,1,1
5593,3,1074,593,21,92,1,1,1
5597,3,1022,597,40,86,1,1,1
5598,3,1021,598,42,85,1,1,1
5599,3,1020,598,42,85,1,1,1
5600,3,1020,598,41,84,1,1,1
5601,3,1018,597,41,85,1,1,1
5602,3,1018,597,38,85,1,1,1
5603,3,1017,597,39,85,1,1,1
5604,3,1014,597,38,84,1,1,1
5605,3,1013,598,37,84,1,1,1
5606,3,1011,598,34,83,1,1,1
5607,3,1007,595,33,87,1,1,1
5608,3,1004,595,36,87,1,1,1
5609,3,998,596,42,86,1,1,1
5610,3,994,597,46,87,1,1,1
5611,3,991,598,48,86,1,1,1
5612,3,988,598,46,84,1,1,1
5613,3,987,597,48,85,1,1,1
5614,3,986,597,43,85,1,1,1
5615,3,985,596,44,86,1,1,1
5616,3,985,596,40,86,1,1,1
5617,3,985,596,38,86,1,1,1
5618,3,981,595,37,87,1,1,1
5619,3,980,595,36,87,1,1,1
5620,3,978,595,37,86,1,1,1
5621,3,977,595,36,86,1,1,1
5622,3,976,595,36,88,1,1,1
5623,3,975,595,36,89,1,1,1
5624,3,972,595,38,89,1,1,1
5625,3,971,596,37,87,1,1,1
5626,3,968,596,42,89,1,1,1
5627,3,966,596,43,89,1,1,1
5628,3,962,596,48,90,1,1,1
5629,3,959,598,51,88,1,1,1
5630,3,957,598,50,88,1,1,1
5631,3,955,599,48,86,1,1,1
5632,3,954,600,46,87,1,1,1
5633,3,953,601,45,87,1,1,1
5634,3,953,600,43,87,1,1,1
5635,3,952,599,40,87,1,1,1
5636,3,948,598,46,89,1,1,1
5637,3,945,598,41,87,1,1,1
5638,3,943,598,41,86,1,1,1
5639,3,946,598,35,86,1,1,1
5640,3,942,598,36,85,1,1,1
5641,3,939,597,37,84,1,1,1
5642,3,936,598,35,84,1,1,1
5643,3,931,598,36,84,1,1,1
5644,3,925,599,41,82,1,1,1
5645,3,923,599,43,82,1,1,1
5646,3,922,599,42,83,1,1,1
5647,3,921,600,43,84,1,1,1
5648,3,919,600,42,83,1,1,1
5649,3,920,600,39,83,1,1,1
5650,3,920,599,33,82,1,1,1
5651,3,920,600,28,81,1,1,1
5652,3,921,600,27,81,1,1,1
5653,3,919,599,29,81,1,1,1
5654,3,914,599,30,81,1,1,1
5655,3,911,599,35,82,1,1,1
5656,3,910,599,35,84,1,1,1
5657,3,909,600,30,84,1,1,1
5658,3,906,600,34,86,1,1,1
5659,3,904,601,36,85,1,1,1
5660,3,904,603,36,84,1,1,1
5661,3,899,602,40,87,1,1,1
5662,3,895,600,37,88,1,1,1
5663,3,893,600,39,89,1,1,1
5664,3,891,600,37,89,1,1,1
5665,3,891,600,36,88,1,1,1
5666,3,889,599,35,89,1,1,1
5667,3,887,599,34,89,1,1,1
5668,3,885,599,37,90,1,1,1
5669,3,883,599,37,88,1,1,1
5670,3,881,599,39,89,1,1,1
5671,3,878,600,33,86,1,1,1
5672,3,879,600,34,87,1,1,1
5673,3,883,601,28,83,1,1,1
5674,3,877,601,33,86,1,1,1
5675,3,871,602,35,85,1,1,1
5676,3,862,604,44,85,1,1,1
5677,3,857,604,45,85,1,1,1
5678,3,853,604,46,85,1,1,1
5679,3,851,605,45,84,1,1,1
5680,3,850,604,46,86,1,1,1
5681,3,849,605,44,85,1,1,1
5682,3,848,610,43,79,1,1,1
5683,3,850,610,41,80,1,1,1
5684,3,852,612,37,78,1,1,1
5685,3,848,604,35,85,1,1,1
5686,3,853,610,31,79,1,1,1
5687,3,853,617,29,72,1,1,1
5688,3,849,623,30,66,1,1,1
5689,3,848,623,28,66,1,1,1
5690,3,843,608,29,81,1,1,1
5691,3,838,604,32,85,1,1,1
5692,3,833,605,36,84,1,1,1
5693,3,826,605,41,84,1,1,1
5694,3,821,603,42,86,1,1,1
5695,3,819,603,40,87,1,1,1
5696,3,818,604,40,86,1,1,1
5697,3,816,605,39,86,1,1,1
5698,3,816,604,34,87,1,1,1
5699,3,815,603,32,88,1,1,1
5700,3,815,603,33,88,1,1,1
5701,3,814,604,31,86,1,1,1
5702,3,814,604,31,86,1,1,1
5703,3,813,605,31,84,1,1,1
5704,3,812,604,30,86,1,1,1
5705,3,809,603,31,88,1,1,1
5706,3,805,602,32,90,1,1,1
5707,3,798,602,35,88,1,1,1
5708,3,790,602,42,89,1,1,1
5709,3,785,603,45,88,1,1,1
5710,3,782,602,44,88,1,1,1
5711,3,780,602,44,89,1,1,1
5712,3,778,604,45,87,1,1,1
5713,3,777,603,44,88,1,1,1
5714,3,776,603,43,89,1,1,1
5715,3,777,604,38,87,1,1,1
5716,3,776,602,35,89,1,1,1
5717,3,775,602,35,89,1,1,1
5718,3,775,602,34,88,1,1,1
5719,3,775,601,34,89,1,1,1
5720,3,775,602,32,87,1,1,1
5721,3,773,601,30,90,1,1,1
5722,3,770,601,30,90,1,1,1
5723,3,766,602,31,90,1,1,1
5724,3,759,602,36,91,1,1,1
5725,3,754,603,35,88,1,1,1
5726,3,750,604,37,87,1,1,1
5727,3,746,605,40,87,1,1,1
5728,3,745,604,38,90,1,1,1
5729,3,742,605,40,89,1,1,1
5730,3,741,605,38,89,1,1,1
5731,3,740,605,36,89,1,1,1
5732,3,740,606,35,88,1,1,1
5733,3,740,607,35,87,1,1,1
5734,3,740,607,32,86,1,1,1
5735,3,739,606,32,88,1,1,1
5736,3,737,606,31,86,1,1,1
5737,3,735,605,31,88,1,1,1
5738,3,734,606,30,87,1,1,1
5739,3,729,607,31,84,1,1,1
5740,3,721,604,36,88,1,1,1
5741,3,716,605,39,87,1,1,1
5742,3,711,606,43,86,1,1,1
5743,3,708,605,42,88,1,1,1
5744,3,706,604,42,90,1,1,1
5745,3,704,604,40,90,1,1,1
5746,3,702,603,38,90,1,1,1
5747,3,702,605,36,88,1,1,1
5748,3,702,604,34,89,1,1,1
5749,3,702,603,31,90,1,1,1
5750,3,702,605,29,88,1,1,1
5751,3,702,605,30,88,1,1,1
5752,3,700,606,30,86,1,1,1
5753,3,700,606,30,86,1,1,1
5754,3,698,606,31,87,1,1,1
5755,3,697,607,30,87,1,1,1
5756,3,693,607,33,87,1,1,1
5757,3,688,607,34,88,1,1,1
5758,3,681,607,36,88,1,1,1
5759,3,677,607,37,88,1,1,1
5760,3,674,606,38,89,1,1,1
5761,3,672,606,37,89,1,1,1
5762,3,669,606,38,90,1,1,1
5763,3,667,606,37,91,1,1,1
5764,3,666,607,36,91,1,1,1
5765,3,666,608,32,89,1,1,1
5766,3,665,608,29,89,1,1,1
5767,3,665,608,31,89,1,1,1
5768,3,666,608,30,89,1,1,1
5769,3,661,607,33,90,1,1,1
5770,3,659,608,33,90,1,1,1
5771,3,657,609,31,89,1,1,1
5772,3,653,609,31,88,1,1,1
5773,3,647,609,36,87,1,1,1
5774,3,641,609,37,86,1,1,1
5775,3,636,610,40,86,1,1,1
5776,3,631,611,45,85,1,1,1
5777,3,630,612,42,84,1,1,1
5778,3,629,611,41,86,1,1,1
5779,3,628,611,42,86,1,1,1
5780,3,627,611,42,86,1,1,1
5781,3,627,612,37,85,1,1,1
5782,3,627,612,34,84,1,1,1
5783,3,626,610,31,86,1,1,1
5784,3,625,609,30,87,1,1,1
5785,3,624,610,31,86,1,1,1
5786,3,619,611,32,86,1,1,1
5787,3,617,609,31,89,1,1,1
5788,3,614,608,32,90,1,1,1
5789,3,612,607,34,91,1,1,1
5790,3,610,607,36,93,1,1,1
5791,3,607,606,38,95,1,1,1
5792,3,603,607,40,93,1,1,1
5793,3,599,608,43,93,1,1,1
5794,3,597,609,42,92,1,1,1
5795,3,595,611,41,91,1,1,1
5796,3,595,612,37,92,1,1,1
5797,3,593,612,40,91,1,1,1
5798,3,592,610,41,93,1,1,1
5799,3,590,611,40,92,1,1,1
5800,3,590,611,37,92,1,1,1
5801,3,591,618,32,84,1,1,1
5802,3,588,612,33,90,1,1,1
5803,3,583,609,36,90,1,1,1
5804,3,579,607,37,97,1,1,1
5805,3,579,607,34,96,1,1,1
5806,3,575,608,36,93,1,1,1
5807,3,568,609,40,93,1,1,1
5808,3,562,610,46,93,1,1,1
5809,3,558,611,49,93,1,1,1
5810,3,556,612,48,92,1,1,1
5811,3,554,612,48,92,1,1,1
5812,3,552,612,50,92,1,1,1
5813,3,553,612,43,92,1,1,1
5814,3,555,613,35,91,1,1,1
5815,3,553,614,37,90,1,1,1
5816,3,553,614,33,90,1,1,1
5817,3,551,615,33,90,1,1,1
5818,3,551,614,32,91,1,1,1
5819,3,549,614,31,90,1,1,1
5820,3,546,613,30,91,1,1,1
5821,3,543,612,30,94,1,1,1
5822,3,540,613,31,93,1,1,1
5823,3,535,613,34,94,1,1,1
5824,3,530,613,39,94,1,1,1
5825,3,525,613,43,94,1,1,1
5826,3,523,614,42,94,1,1,1
5827,3,520,616,44,93,1,1,1
5828,3,518,617,46,93,1,1,1
5829,3,518,618,43,92,1,1,1
5830,3,517,619,42,91,1,1,1
5831,3,516,622,41,88,1,1,1
5832,3,517,621,39,88,1,1,1
5833,3,516,620,35,89,1,1,1
5834,3,517,630,33,79,1,1,1
5835,3,510,622,35,87,1,1,1
5836,3,508,620,34,89,1,1,1
5837,3,505,618,35,91,1,1,1
5838,3,500,618,38,91,1,1,1
5839,3,494,617,42,94,1,1,1
5840,3,488,618,46,93,1,1,1
5841,3,483,619,49,95,1,1,1
5842,3,482,620,48,93,1,1,1
5843,3,480,619,48,93,1,1,1
5844,3,478,619,49,93,1,1,1
5845,3,477,619,49,94,1,1,1
5846,3,476,620,49,93,1,1,1
5847,3,477,620,44,93,1,1,1
5848,3,476,620,44,93,1,1,1
5849,3,474,621,41,91,1,1,1
5850,3,477,627,36,85,1,1,1
5851,3,473,624,36,88,1,1,1
5852,3,471,622,34,91,1,1,1
5853,3,466,621,36,94,1,1,1
5854,3,464,621,37,94,1,1,1
5855,3,461,621,37,94,1,1,1
5856,3,457,622,39,93,1,1,1
5857,3,453,622,44,93,1,1,1
5858,3,451,623,46,94,1,1,1
5859,3,448,624,47,94,1,1,1
5860,3,447,625,47,94,1,1,1
5861,3,446,625,47,95,1,1,1
5862,3,445,626,46,94,1,1,1
5863,3,443,626,46,94,1,1,1
5864,3,442,626,43,94,1,1,1
5865,3,443,628,39,93,1,1,1
5866,3,444,628,35,93,1,1,1
5867,3,436,626,38,91,1,1,1
5868,3,433,626,38,92,1,1,1
5869,3,430,626,39,94,1,1,1
5870,3,429,626,37,94,1,1,1
5871,3,425,627,39,93,1,1,1
5872,3,418,628,43,93,1,1,1
5873,3,414,629,46,93,1,1,1
5874,3,412,629,47,93,1,1,1
5875,3,410,631,49,92,1,1,1
5876,3,409,632,50,91,1,1,1
5877,3,409,633,47,90,1,1,1
5878,3,408,632,45,90,1,1,1
5879,3,407,630,40,92,1,1,1
5880,3,407,631,37,92,1,1,1
5881,3,405,632,36,91,1,1,1
5882,3,405,633,34,90,1,1,1
5883,3,404,632,35,91,1,1,1
5884,3,402,632,33,91,1,1,1
5885,3,399,632,33,93,1,1,1
5886,3,397,631,34,95,1,1,1
5887,3,393,631,34,96,1,1,1
5888,3,389,632,38,95,1,1,1
5889,3,386,634,40,94,1,1,1
5890,3,382,633,40,97,1,1,1
5891,3,380,634,43,96,1,1,1
5892,3,379,635,42,97,1,1,1
5893,3,378,637,40,95,1,1,1
5894,3,377,636,39,97,1,1,1
5895,3,376,635,37,98,1,1,1
5896,3,375,635,37,98,1,1,1
5897,3,373,634,35,99,1,1,1
5898,3,373,633,32,99,1,1,1
5899,3,369,633,34,102,1,1,1
5900,3,368,632,33,104,1,1,1
5901,3,366,634,32,102,1,1,1
5902,3,361,635,34,99,1,1,1
5903,3,359,636,34,98,1,1,1
5904,3,350,637,40,97,1,1,1
5905,3,344,638,44,97,1,1,1
5906,3,341,639,44,96,1,1,1
5907,3,339,639,47,97,1,1,1
5908,3,338,638,47,98,1,1,1
5909,3,335,639,47,97,1,1,1
5910,3,335,639,60,100,1,1,1
5911,3,334,638,43,99,1,1,1
5912,3,334,637,36,99,1,1,1
5913,3,333,637,35,99,1,1,1
5914,3,330,636,36,99,1,1,1
5915,3,327,636,36,98,1,1,1
5916,3,326,636,37,100,1,1,1
5917,3,322,637,38,101,1,1,1
5918,3,320,638,35,99,1,1,1
5919,3,318,639,37,100,1,1,1
5920,3,315,640,38,99,1,1,1
5921,3,311,641,39,99,1,1,1
5922,3,309,642,40,99,1,1,1
5923,3,306,644,44,99,1,1,1
5924,3,304,644,43,99,1,1,1
5925,3,303,644,41,100,1,1,1
5926,3,302,645,40,99,1,1,1
5927,3,299,645,43,100,1,1,1
5928,3,298,646,41,99,1,1,1
5929,3,297,646,38,99,1,1,1
5930,3,294,646,37,97,1,1,1
5931,3,292,646,36,98,1,1,1
5932,3,291,646,34,97,1,1,1
5933,3,288,646,35,97,1,1,1
5934,3,285,648,36,95,1,1,1
5935,3,279,648,38,96,1,1,1
5936,3,273,648,41,96,1,1,1
5937,3,269,649,42,95,1,1,1
5938,3,266,649,45,96,1,1,1
5939,3,264,650,44,96,1,1,1
5940,3,263,652,45,95,1,1,1
5941,3,262,652,45,95,1,1,1
5942,3,261,652,43,96,1,1,1
5943,3,262,653,39,94,1,1,1
5944,3,262,653,37,95,1,1,1
5945,3,261,653,36,95,1,1,1
5946,3,258,652,38,96,1,1,1
5947,3,256,652,38,96,1,1,1
5948,3,253,651,37,98,1,1,1
5949,3,252,652,36,98,1,1,1
5950,3,248,651,35,97,1,1,1
5951,3,245,651,38,99,1,1,1
5952,3,241,652,41,100,1,1,1
5953,3,239,653,40,100,1,1,1
5954,3,235,654,43,101,1,1,1
5955,3,231,657,46,98,1,1,1
5956,3,230,658,46,98,1,1,1
5957,3,228,659,44,98,1,1,1
5958,3,227,659,42,98,1,1,1
5959,3,227,659,39,98,1,1,1
5960,3,226,659,36,98,1,1,1
5961,3,224,658,35,99,1,1,1
5962,3,223,658,35,99,1,1,1
5963,3,221,658,34,99,1,1,1
5964,3,219,657,33,100,1,1,1
5965,3,217,657,33,99,1,1,1
5966,3,213,658,33,99,1,1,1
5967,3,208,658,34,99,1,1,1
5968,3,200,658,40,100,1,1,1
5969,3,195,659,45,99,1,1,1
5970,3,191,660,47,99,1,1,1
5971,3,189,661,48,100,1,1,1
5972,3,189,661,46,100,1,1,1
5973,3,187,661,48,101,1,1,1
5974,3,186,662,50,101,1,1,1
5975,3,186,663,48,101,1,1,1
5976,3,184,663,44,101,1,1,1
5977,3,182,664,42,99,1,1,1
5978,3,183,664,39,99,1,1,1
5979,3,183,664,38,99,1,1,1
5980,3,180,664,38,100,1,1,1
5981,3,178,665,37,101,1,1,1
5982,3,177,665,37,102,1,1,1
5983,3,174,666,38,102,1,1,1
5984,3,172,666,38,102,1,1,1
5985,3,168,667,41,102,1,1,1
5986,3,166,669,42,101,1,1,1
5987,3,163,669,46,103,1,1,1
5988,3,161,670,46,104,1,1,1
5989,3,159,673,43,102,1,1,1
5990,3,157,673,44,103,1,1,1
5991,3,157,673,43,103,1,1,1
5992,3,152,673,49,103,1,1,1
5993,3,149,673,41,102,1,1,1
5994,3,147,673,40,102,1,1,1
5995,3,145,673,40,102,1,1,1
5996,3,143,673,39,103,1,1,1
5997,3,142,674,36,102,1,1,1
5998,3,138,674,41,102,1,1,1
5999,3,134,674,39,104,1,1,1
6000,3,130,673,39,105,1,1,1
6001,3,126,675,41,104,1,1,1
6002,3,123,676,52,107,1,1,1
6003,3,122,677,48,106,1,1,1
6004,3,121,678,52,106,1,1,1
6005,3,120,678,53,107,1,1,1
6006,3,120,679,49,105,1,1,1
6007,3,119,680,44,104,1,1,1
6008,3,119,681,39,103,1,1,1
6009,3,118,682,35,102,1,1,1
6010,3,116,682,34,101,1,1,1
6011,3,114,681,36,102,1,1,1
6012,3,112,682,35,100,1,1,1
6013,3,109,682,35,101,1,1,1
6014,3,107,682,36,104,1,1,1
6015,3,106,683,34,105,1,1,1
6016,3,102,684,37,105,1,1,1
6017,3,99,685,40,104,1,1,1
6018,3,96,685,39,104,1,1,1
6019,3,94,687,42,104,1,1,1
6020,3,91,688,45,105,1,1,1
6021,3,90,689,41,105,1,1,1
6022,3,88,689,43,106,1,1,1
6023,3,86,689,39,106,1,1,1
6024,3,84,689,37,106,1,1,1
6025,3,82,689,35,106,1,1,1
6026,3,80,689,32,104,1,1,1
6027,3,78,689,31,104,1,1,1
6028,3,75,688,37,107,1,1,1
6029,3,74,689,38,105,1,1,1
6030,3,72,690,36,105,1,1,1
6031,3,66,691,38,105,1,1,1
6032,3,58,692,43,106,1,1,1
6033,3,54,693,47,106,1,1,1
6034,3,50,694,53,108,1,1,1
6035,3,47,695,53,106,1,1,1
6036,3,46,696,49,105,1,1,1
6037,3,45,697,57,107,1,1,1
6038,3,45,697,57,108,1,1,1
6039,3,45,698,55,107,1,1,1
6040,3,44,698,44,106,1,1,1
6041,3,44,698,41,106,1,1,1
6042,3,42,699,42,105,1,1,1
6043,3,39,699,41,104,1,1,1
6044,3,37,699,38,105,1,1,1
6045,3,34,700,37,106,1,1,1
6046,3,32,701,39,105,1,1,1
6047,3,31,701,39,108,1,1,1
6048,3,29,701,40,109,1,1,1
6049,3,26,702,42,108,1,1,1
6050,3,22,703,45,108,1,1,1
6051,3,20,705,46,107,1,1,1
6052,3,19,705,47,110,1,1,1
6053,3,17,706,46,110,1,1,1
6054,3,15,707,45,110,1,1,1
6055,3,13,708,41,109,1,1,1
6056,3,10,708,36,109,1,1,1
6057,3,9,709,38,107,1,1,1
6058,3,7,708,35,108,1,1,1
6059,3,6,709,34,107,1,1,1
6060,3,2,710,35,105,1,1,1
6061,3,0,710,35,105,1,1,1
6062,3,0,712,30,104,1,1,1
6063,3,0,712,25,105,1,1,1
6064,3,0,713,30,108,1,1,1
6065,3,0,708,33,111,1,1,1
6066,3,5,712,72,122,1,1,1
6067,3,1,713,73,121,1,1,1
6068,3,1,716,68,118,1,1,1
6069,3,0,717,65,117,1,1,1
6070,3,0,718,60,115,1,1,1
6071,3,3,718,52,116,1,1,1
6072,3,5,718,43,117,1,1,1
6073,3,4,719,40,118,1,1,1
